"city","country","region","host","telegram","CITY-REGISTARTION-LINK","Party-Drive-Link","coordinates"
"Paris","France","Western Europe","https://t.me/PrestonDeRogo","https://t.me/+OXkspPnYexhhYmEx","https://app.unlock-protocol.com/event/global-pizza-party-paris-1","https://drive.google.com/drive/folders/1y_aTYbJ8zHWdflXFocQEDVKO7f4ZoLZM?usp=share_link","[2.3513765,48.8575475]"
"Berlin","Germany","Western Europe","https://t.me/rektormoon","https://t.me/+cPd97vNeP6AxMzFi","https://app.unlock-protocol.com/event/berlin-bitcoin-pizza-party-1","https://www.figma.com/design/g3APPvnpVEWtz4Nbc30la7/Berlin-2025-Design-EDITABLE?node-id=430-8340&t=KkqjFmG1rb2XXocV-1","[13.404954,52.5200066]"
"Dusseldorf","Germany","Western Europe","","","https://app.unlock-protocol.com/event/global-pizza-party-dsseldorf","","[6.7824545,51.2230411]"
"Frankfurt","Germany","Western Europe","https://t.me/AccEth, https://t.me/FlorianFrankfurt","https://t.me/+5zzcEsIGZcBhMGEx","https://app.unlock-protocol.com/event/pizza-day-frankfurt-2025-1","https://drive.google.com/drive/folders/1iy2-HfHnlOJPjiRVkc6BQq2LOiQBZ_w1?usp=sharing","[8.6821267,50.1109221]"
"Hamburg","Germany","Western Europe","","https://t.me/+3zcD3mEHKo9jZTFh","https://app.unlock-protocol.com/event/global-pizza-party-hamburg-7","","[9.9871703,53.5488282]"
"Leipzig","Germany","Western Europe","","https://t.me/+c5TQkM9iRZxhMDIx","","","[12.3730747,51.3396955]"
"Munich","Germany","Western Europe","@jobl74","https://t.me/+Ln0Ibrrnkf0zYmUx","https://app.unlock-protocol.com/event/pizza-party-munich-2025-1","https://drive.google.com/drive/folders/1Qr_awC4GF9-IkyRFpTYX_o5xSPzUYE92?usp=share_link","[11.5819806,48.1351253]"
"Nuremberg","Germany","Western Europe","","https://t.me/+QNPu1e8Q_-VhYmY5","","","[11.0745641,49.4542881]"
"Accra","Ghana","Africa","","https://t.me/+fEIgyRNvfJM1NzJh","https://app.unlock-protocol.com/event/global-pizza-party-accra","","[-0.1974306,5.5592846]"
"Wa","Ghana","Africa","https://t.me/atomsterling1","https://t.me/+0G0yxQkwy1ZiOWQx","https://app.unlock-protocol.com/event/global-pizza-party-wa-1","","[-2.5098914,10.0600742]"
"Gibraltar","Gibraltar ","Western Europe","","https://t.me/+PK6cMbKdJ4k0OTQx","","","[-5.353585,36.140751]"
"Athens","Greece","Eastern Europe","@Annipan2310","https://t.me/+C-J2NaCcDMI2YmI5","https://app.unlock-protocol.com/event/global-pizza-party-athens-1","https://drive.google.com/drive/folders/14Tlyu8QTwQ_omFhCBaNpbI_4egp2MHZj?usp=sharing","[23.7275388,37.9838096]"
"Salamá","Guatemala","Central America","https://twitter.com/yo_mmart","https://t.me/gppelsalvador","https://app.unlock-protocol.com/event/global-pizza-party-salam ","https://drive.google.com/drive/folders/1F2Y_zwPfkFdDzjEMYryvPE578mXWco1l?usp=sharing","[-90.3183792,15.0555196]"
"Guatemala City","Guatemala","Central America","https://x.com/indeus777","https://t.me/+HqhltY2xBmliMWYx","https://app.unlock-protocol.com/event/global-pizza-party-ciudad-de-guatemala  ","https://drive.google.com/drive/folders/1lDsxd2E7PwoiXlTWk2bN793AgGMahfSM?usp=sharing","[-90.5068824,14.6349149]"
"Quetzaltenango","Guatemala","Central America","https://t.me/DnznJuan","https://t.me/+hAke7dCDibU2YTQx","https://app.unlock-protocol.com/event/global-pizza-party-2025-xela-quetzaltenango ","https://drive.google.com/drive/folders/184aDeASDIC3PH5fc7iGa8VHRLZ9IaNle?usp=sharing","[-91.5231866,14.8446068]"
"San Pedro de Sula","Honduras","Central America","https://x.com/GeraldinClaudia","https://t.me/+TT8zsWyMx4MxNjFh","https://app.unlock-protocol.com/event/global-pizza-party-san-pedro-sula ","https://drive.google.com/drive/folders/1uDNIZIR_O1dYBrD2NeKkFdKmn5t4lONZ?usp=sharing","[-88.0258021,15.5058165]"
"Tegucigalpa","Honduras","Central America","https://x.com/ethereumtgu_","https://t.me/+S98DeFzxOIlmMjUx","https://app.unlock-protocol.com/event/global-pizza-party-tgu","https://drive.google.com/drive/folders/1vGOfwWDGy5WjzcPzAT-6E_1fwqJGUZr5?usp=drive_link","[-87.1824529,14.0607145]"
"Budapest","Hungary","Western Europe","@scsongi","https://t.me/+t0seZhjvXVoxNDMx","https://app.unlock-protocol.com/event/global-pizza-party-budapest","","[19.040235,47.497912]"
"Reykjavík","Iceland","Western Europe","","https://t.me/+rV2KH5GN-PE4NzQx","","","[-21.9407552,64.1469868]"
"Agartala","India","Asia","","https://t.me/+ciLIN6nTuiJkYTFh","https://app.unlock-protocol.com/event/global-pizza-party-agartala","","[91.2867777,23.831457]"
"Agra","India","Asia","","https://t.me/+Q-a8BPCjEHU2NDc1","https://app.unlock-protocol.com/event/global-pizza-party-agra","","[78.0080745,27.1766701]"
"Ahmedabad","India","Asia","","https://t.me/+SzeiTWewYTw2YzVh","https://app.unlock-protocol.com/event/global-pizza-party-ahmedabad","","[72.5713621,23.022505]"
"Ahmednagar","India","Asia","","https://t.me/+-00dRBVro_85M2Yx","https://app.unlock-protocol.com/event/global-pizza-party-ahmednagar-66","","[74.7479789,19.0948287]"
"Aligarh","India","Asia","","https://t.me/+75FuXgZOdDE5ZmM1","https://app.unlock-protocol.com/event/global-pizza-party-aligarh-2","","[78.0880129,27.8973944]"
"Ambala","India","Asia","","https://t.me/+KS32ziRipBk1M2Y1","https://app.unlock-protocol.com/event/global-pizza-party-ambala","","[76.782122,30.3752011]"
"Amritsar","India","Asia","","https://t.me/+8R8C164OSXk2NmU9","https://app.unlock-protocol.com/event/global-pizza-party-amritsar-3","","[74.8722642,31.6339793]"
"Ayodhya","India","Asia","","https://t.me/+1TGHuZiVQFMzMmNl","https://app.unlock-protocol.com/event/global-pizza-party-ayodhya-1","","[82.1997954,26.7921605]"
"Bangalore","India","Asia","https://t.me/Rajkaria, https://t.me/Boldrin71","https://t.me/+bqndjevOTtwxNWIx","https://app.unlock-protocol.com/event/global-pizza-party-bangalore","","[77.577509,12.9628669]"
"Bhilai","India","Asia","","","https://app.unlock-protocol.com/event/global-pizza-party-bhilai","","[81.3509416,21.1938475]"
"Bhopal","India","Asia","","https://t.me/+zwA6PBoy1cxhYTU1","https://app.unlock-protocol.com/event/global-pizza-party-bhopal","","[77.412615,23.2599333]"
"Bhubnasewar","India","Asia","","https://t.me/+n65hVxa_tNJmZWM1","https://app.unlock-protocol.com/event/global-pizza-party-bhub","","[85.8246101,20.2959847]"
"Chamoli","India","Asia","","https://t.me/+wb7Rcm6RgZVlZDNl","","","[79.560344,30.2937439]"
"Chandigarh","India","Asia","https://t.me/Nikhil_Mahana","https://t.me/+b-vLVlMO-REyNTAx","https://app.unlock-protocol.com/event/global-pizza-party-chandigarh-3","","[76.7794179,30.7333148]"
"Chennai","India","Asia","","https://t.me/+-mqY8n8888AyZTAx","https://app.unlock-protocol.com/event/global-pizza-party-chennai","","[80.2704622,13.0843007]"
"Coimbatore","India","Asia","","https://t.me/+BuBtX1FXGr0xMWEx","https://app.unlock-protocol.com/event/global-pizza-party-coimbatore","","[76.9588876,10.9973691]"
"Dehradun","India","Asia","","https://t.me/+Y32B_fmTlc45N2Y1","https://app.unlock-protocol.com/event/global-pizza-party-dehradun-1","","[78.0321918,30.3164945]"
"Delhi","India","Asia","https://t.me/JatinPathi, https://t.me/Nikhil_Mahana, https://t.me/simarpreet_019","https://t.me/+2n1ZfVvYcScyZTM5","https://app.unlock-protocol.com/event/global-pizza-party-new-delhi-2","https://drive.google.com/drive/folders/1OawNAIl4oef0hWsHcfXHzF-sTkmh437Q?usp=share_link","[77.1024902,28.7040592]"
"Faridabad","India","Asia","","https://t.me/+7id_nIHh_twwYWY1","https://app.unlock-protocol.com/event/global-pizza-party-faridabad-2","","[77.3177894,28.4089123]"
"Gandhinagar","India","Asia","","https://t.me/+PZCn-8ayigFhNjE9","https://app.unlock-protocol.com/event/global-pizza-party-gandhinagar-1","","[72.6369415,23.2156354]"
"Ghaziabad","India","Asia","","https://t.me/+xAWR_AX1tn9hNjhl","https://app.unlock-protocol.com/event/global-pizza-party-ghaziabad-1","","[77.4537578,28.6691565]"
"Goa","India","Asia","","https://t.me/+LagCHsVi0RExOTY9","https://app.unlock-protocol.com/event/global-pizza-party-goa","","[74.123996,15.2993265]"
"Gorakhpur","India","Asia","","https://t.me/+y2P02WSWriU0OTY1","https://app.unlock-protocol.com/event/global-pizza-party-gorakhpur-1","","[83.3731675,26.7605545]"
"Gurugram","India","Asia","","https://t.me/+Wjob1vjI6pc3N2I9","","","[77.0266383,28.4594965]"
"Gurgaon","India","Asia","","","https://app.unlock-protocol.com/event/global-pizza-party-gurgaon-1","","[77.0266383,28.4594965]"
"Guwahati","India","Asia","","https://t.me/+hTTreVvoGIdmZDE1","https://app.unlock-protocol.com/event/global-pizza-party-guwahati-2","","[91.7085933,26.1157917]"
"Gwalior","India","Asia","","https://t.me/+G4T86JWjqLYzOGUx","https://app.unlock-protocol.com/event/global-pizza-party-gwalior","","[78.1772053,26.2124007]"
"Hardoi","India","Asia","","https://t.me/+IqRwTJKQooU5ZGZl","https://app.unlock-protocol.com/event/global-pizza-party-hardoi","","[80.1250479,27.3965071]"
"Hyderabad","India","Asia","","https://t.me/+JBqqowFwPB40N2Qx","https://app.unlock-protocol.com/event/global-pizza-party-hyderabad","","[78.4772439,17.406498]"
"Imphal","India","Asia","","https://t.me/+i55Ee8vt3ww0NGI1","https://app.unlock-protocol.com/event/global-pizza-party-imphal-4","","[93.9386097,24.8107515]"
"Indore","India","Asia","","https://t.me/+IeHvdDzi8fcyNWU1","https://app.unlock-protocol.com/event/global-pizza-party-indore-1","","[75.8577258,22.7195687]"
"Itanagar","India","Asia","","https://t.me/+v3A7_ZMxadNjMGM9","https://app.unlock-protocol.com/event/global-pizza-party-itanagar-1","","[93.6053163,27.0843682]"
"Jabalpur","India","Asia","","","https://app.unlock-protocol.com/event/global-pizza-party-jabalpur","","[79.9338798,23.1685786]"
"Jaipur","India","Asia","","","https://app.unlock-protocol.com/event/global-pizza-party-jaipur-1","","[75.7872709,26.9124336]"
"Jalandhar","India","Asia","","https://t.me/+_-jzXGdtY400MjUx","https://app.unlock-protocol.com/event/global-pizza-party-jalandhar-2","","[75.5761829,31.3260152]"
"Jammu","India","Asia","","https://t.me/+AOgQeakCyGUzMzdh","https://app.unlock-protocol.com/event/global-pizza-party-jammu-3","","[74.8570259,32.7266016]"
"Jamshedpur","India","Asia","","https://t.me/+QX8YRLusFH4xNDE1","https://app.unlock-protocol.com/event/global-pizza-party-jamshedpur-4","","[86.2028754,22.8045665]"
"Jhansi","India","Asia","","https://t.me/+qnzE3sF6QD03NTM1","https://app.unlock-protocol.com/event/global-pizza-party-jhansi-4","","[78.5697526,25.4487699]"
"Kanpur","India","Asia","","https://t.me/+-ONbG27fNZ80MzU1","https://app.unlock-protocol.com/event/global-pizza-party-kanpur","","[80.3318736,26.449923]"
"Kochi","India","Asia","","https://t.me/+dF0gCf_lrkMzMmE5","https://app.unlock-protocol.com/event/global-pizza-party-kochi-2","","[76.2673041,9.9312328]"
"Kohima","India","Asia","","https://t.me/+RBN7jw6VWG5mNThl","https://app.unlock-protocol.com/event/global-pizza-party-kohima-1","","[94.1085937,25.6742421]"
"Kolkata","India","Asia","","https://t.co/aCq1RdmlKA","https://app.unlock-protocol.com/event/global-pizza-party-kolkata-1","","[88.3628734,22.5743545]"
"Kollam","India","Asia","","https://t.me/+Ui9BJzoBAI0zMjk9","https://app.unlock-protocol.com/event/global-pizza-party-kollam-2","","[76.6141396,8.8932118]"
"Kota","India","Asia","","https://t.me/+_Yyp5Ar1tBRmZTU1","https://app.unlock-protocol.com/event/global-pizza-party-kota-1","","[75.8647527,25.2138156]"
"Kozhikode","India","Asia","","https://t.me/+I4IuWWiECzs1YTg1","https://app.unlock-protocol.com/event/global-pizza-party-kozhikode-1","","[75.783921,11.2488425]"
"Lucknow","India","Asia","","https://t.me/+radyFxGzZ7QxZjgx","https://app.unlock-protocol.com/event/global-pizza-party-lucknow","","[80.946166,26.8466937]"
"Ludhiana","India","Asia","","","https://app.unlock-protocol.com/event/global-pizza-party-ludhiana-1","","[75.8572758,30.900965]"
"Madurai","India","Asia","","","https://app.unlock-protocol.com/event/global-pizza-party-madurai-2","","[78.1197754,9.9252007]"
"Mangalore","India","Asia","","https://t.me/+iQrk5KGj76dmYmQ1","https://app.unlock-protocol.com/event/global-pizza-party-mangalore-1","","[74.8388112,12.8854777]"
"Mathura","India","Asia","","https://t.me/+eBdApQ9gMxQzMjc1","https://app.unlock-protocol.com/event/global-pizza-party-mathura","","[77.673673,27.4924134]"
"Mumbai","India","Asia","https://t.me/Karishmabagla5","https://t.me/+h9Bcpt-O94g5MTQx","https://app.unlock-protocol.com/event/global-pizza-party-mumbai-city","","[72.8320729,18.9581934]"
"Mysore","India","Asia","","https://t.me/+YAOG6rb6WJ03YzZl","https://app.unlock-protocol.com/event/global-pizza-party-mysore","","[76.6393805,12.2958104]"
"Nagpur","India","Asia","","https://t.me/+E1Mi70lIcp04NGM9","https://app.unlock-protocol.com/event/global-pizza-party-nagpur-1","","[79.0881546,21.1458004]"
"Nashik","India","Asia","","https://t.me/+KbN-PU0bnOg1Yjk1","https://app.unlock-protocol.com/event/global-pizza-party-nashik-1","","[73.7900188,19.9993217]"
"Noida","India","Asia","","https://t.me/+5f24Qc6Mgqc4ZWI9","https://app.unlock-protocol.com/event/global-pizza-party-noida","","[77.3910265,28.5355161]"
"Patna","India","Asia","","https://t.me/+fThRvDAxIxwxNzc1","https://app.unlock-protocol.com/event/global-pizza-party-patna-1","","[85.1375645,25.5940947]"
"Prayagraj","India","Asia","","https://t.me/+KtQmGluEK5E1YmM1","https://app.unlock-protocol.com/event/global-pizza-party-prayagraj","","[81.8546019,25.468338]"
"Pune","India","Asia","","https://t.me/+JYdir9P0hixlZDNh","https://app.unlock-protocol.com/event/global-pizza-party-by-pizza-dao-pune-3","","[73.8786239,18.5246091]"
"Raipur","India","Asia","","https://t.me/+KeXzkjOuCytjZWZl","https://app.unlock-protocol.com/event/global-pizza-party-raipur-1","","[81.6296413,21.2513844]"
"Rajkot","India","Asia","","","https://app.unlock-protocol.com/event/global-pizza-party-rajkot","","[70.8021599,22.3038945]"
"Ranchi","India","Asia","","https://t.me/+TwvTS1_ZJM0yYTRl","https://app.unlock-protocol.com/event/global-pizza-party-ranchi-1","","[85.309562,23.3440997]"
"Roorkee","India","Asia","","https://t.me/+k-jvq3aTkI82OTc1","https://app.unlock-protocol.com/event/global-pizza-party-roorkee-1","","[77.8880002,29.8542626]"
"Rourkela","India","Asia","","","https://app.unlock-protocol.com/event/global-pizza-party-rourkela","","[84.8535844,22.260423]"
"Shahjahanpur","India","Asia","","https://t.me/+omufl83EJtYyNmJl","https://app.unlock-protocol.com/event/global-pizza-party-shahjahanpur","","[79.9147268,27.8753399]"
"Shillong","India","Asia","","https://t.me/+uiNkf1ksHwZiY2Q9","https://app.unlock-protocol.com/event/global-pizza-party-shillong","","[91.8932535,25.5787726]"
"Shimla","India","Asia","","","https://app.unlock-protocol.com/event/global-pizza-party-shimla-1","","[77.1639874,31.104963]"
"Siwan","India","Asia","","https://t.me/+9M30D9llBktkMzMx","https://app.unlock-protocol.com/event/pizza-dao-siwan-1","","[84.3599953,26.2243204]"
"Solapur","India","Asia","","https://t.me/+1JaXzazebNMzZDJl","","","[75.9010467,17.6700736]"
"Surat","India","Asia","","https://t.co/mBvp2E8FvO","https://app.unlock-protocol.com/event/global-pizza-party-surat-1","","[72.8310607,21.1702401]"
"Thiruvananthapuram","India","Asia","","https://t.me/+PqU16qZR4DdjOTc1","https://app.unlock-protocol.com/event/global-pizza-party-thiruvananthapuram","","[76.9366376,8.5241391]"
"Thrissur","India","Asia","","https://t.me/+v3A7_ZMxadNjMGM9","https://app.unlock-protocol.com/event/global-pizza-party-thrissur-1","","[76.2120649,10.5241176]"
"Udaipur","India","Asia","","https://t.me/+oN1ESo4tC3cyYjM9","https://app.unlock-protocol.com/event/global-pizza-party-udaipur-1","","[73.712479,24.585445]"
"Vadodara","India","Asia","","https://t.me/+Tecl9_f_d3syODJl","https://app.unlock-protocol.com/event/global-pizza-party-vadodra","","[73.2064994,22.3000395]"
"Varanasi","India","Asia","","https://t.me/+3f0ycIbmQ5IxMTk1","https://app.unlock-protocol.com/event/global-pizza-party-varanasi-1","","[82.9739144,25.3176452]"
"Vijayawada","India","Asia","","https://t.me/+t8Qb5PEHJBtiOGI1","https://app.unlock-protocol.com/event/global-pizza-party-vijaywada-3","","[80.6480153,16.5061743]"
"Visakhapatnam","India","Asia","","","https://app.unlock-protocol.com/event/global-pizza-party-vizag","","[83.2990254,17.6973801]"
"Visakhapatnam","India","Asia","","https://t.me/+vaLp7d4o4mgwYzRl","","","[83.2990254,17.6973801]"
"Wayanad","India","Asia","","https://t.me/+4pXYF7Zbbe45ZmM1","https://app.unlock-protocol.com/event/global-pizza-party-wayanad","","[76.077316,11.6993716]"
"Aizawl","India","","","https://t.me/+haFaQ4Zj8phhNzZh","https://app.unlock-protocol.com/event/global-pizza-party-aizawl-1","","[92.7173106,23.7307175]"
"Gangtok","India","","","","https://app.unlock-protocol.com/event/global-pizza-party-gangtok-2","","[88.6138113,27.3313512]"
"Bali","Indonesia","Asia","https://t.me/Warrenmthw","https://t.me/+C6UPG1BdjfEyYTIx","https://app.unlock-protocol.com/event/global-pizza-party-bali","https://drive.google.com/drive/folders/1JqqtB9gt4ICBzGJ5lIRWuGwmCKXIdZwR?usp=sharing","[115.188916,-8.4095178]"
"Jakarta","Indonesia","Oceania","","https://t.me/+7ZhU-9cB9pwxMGQx","https://app.unlock-protocol.com/event/global-pizza-party-jakarta","","[106.8229198,-6.1944491]"
"Des Moines","Iowa","North America","https://t.me/scottrepreneur","https://t.me/+1TiL2EdeuHM4YmQx","","","[-93.6163963,41.5896139]"
"Dublin","Ireland","Western Europe","https://t.me/bullishpunk","https://t.me/+U-ejTzqWEoszNjIx","https://app.unlock-protocol.com/event/proof-of-craic-pizza-party-10","","[-6.2603097,53.3498053]"
"Limerick","Ireland","Western Europe","","","","","[-8.6267299,52.663839]"
"Haifa","Israel","Middle East","","https://t.me/+EpI8rOOZdcw1NjM5","https://app.unlock-protocol.com/event/haifa-pizza-party","","[34.989571,32.7940463]"
"Tel Aviv","Israel","Middle East","https://t.me/MyTGNameIs","https://t.me/+r4DLeAksHldkYjEx","https://app.unlock-protocol.com/event/yalla-bitcoin-pizza-party?a=1","https://drive.google.com/drive/folders/1ZbJKSDSHADcc32vsA5F-n3AQ2_nVDE6s?usp=share_link","[34.7817676,32.0852999]"
"Bari","Italy","Western Europe","","https://t.me/+Tp2XGqcS2Vw0MmIx","","","[16.8718715,41.1171432]"
"Catania","Italy","Western Europe","Livio","https://t.me/+KjbiRENfMdpkNDAx","https://app.unlock-protocol.com/event/pineapple-and-jalapenos-is-a-good-pizza-topping","","[15.0830032,37.5078836]"
"Florence","Italy","Western Europe","","https://t.me/+ndGH31mZT5RjNjBh","https://app.unlock-protocol.com/event/a-iperitivo-x-global-pizza-party","https://drive.google.com/drive/folders/1Ik-EBEqJuNvOuzbZjsZWvbnKurgvczlx?usp=share_link","[11.2576706,43.7699685]"
"Genoa","Italy","Western Europe","","https://t.me/+K4ILyFBk6Ck4MDAx","","","[8.9347381,44.4071448]"
"Milan","Italy","Western Europe","https://t.me/OrnellaWeb3","https://t.me/+mWC7GYS6mEQ1MjIx","https://app.unlock-protocol.com/event/global-pizza-party-2025-milano","https://drive.google.com/drive/folders/1aG7wUQRZJX5G2UJx83ZAdzZj3y9stNtL?usp=share_link","[9.1824027,45.468503]"
"Naples","Italy","Western Europe","@C_Flux","https://t.me/+VZgY-cV5V9UyNjY0","https://app.unlock-protocol.com/event/global-pizza-party-naples-1","","[14.26812,40.8517983]"
"Palermo","Italy","Western Europe","@WolfofBallaro","https://t.me/+zubMPilnn81kZjdh","https://app.unlock-protocol.com/event/global-pizza-party-palermo","","[13.3614635,38.1156864]"
"Rome","Italy","Western Europe","Urbe","https://t.me/+dR9DUtKAmp4xY2Ix","https://app.unlock-protocol.com/event/pizza-day-rome-3","https://drive.google.com/drive/folders/1WtKDFxgLtN7_jQICeQnVCyKMFA7mx63q?usp=share_link","[12.4822025,41.8967068]"
"Siena","Italy","Western Europe","","https://t.me/+paPW6yTu1hthMzNh","","","[11.3305812,43.3184741]"
"Venice","Italy","Western Europe","","https://t.me/+NEzkFTj8Q884ZGVh","","","[12.3159547,45.440379]"
"Abidjan","Ivory Coast","Africa","","https://t.me/+JWOR_uVzisw3NWZk","https://app.unlock-protocol.com/event/global-pizza-party-abidjan","","[-4.019603,5.3252258]"
"Gotemba","Japan","Asia","","https://t.me/+Oa0M5kucughkZjVh","https://app.unlock-protocol.com/event/global-pizza-party-in-gotemba","","[138.9347872,35.3087683]"
"Kumamoto","Japan","Asia","","https://t.me/+mn4Hv6M-QFRjZjY5","https://app.unlock-protocol.com/event/global-pizza-party-2025-kumamoto-1","","[130.7079369,32.8032164]"
"Kyoto","Japan","Asia","","https://t.me/+0J_Vmtjs4edhOWMx","","","[135.7681489,35.011564]"
"Nagano","Japan","Asia","","https://t.me/+KCJ8STyCnSQ1MDQx","","","[138.1950371,36.6485258]"
"Numazu","Japan","Asia","","https://t.me/+PNEm8qu08-Y2NTcx","https://app.unlock-protocol.com/event/global-pizza-party-in-numazu-pizza-dao-1","","[138.8635399,35.0956068]"
"Osaka","Japan","Asia","","https://t.me/+LX5mEkU1qxwxNjUx","","","[135.5022535,34.6937249]"
"Tokyo","Japan","Asia","https://t.me/taigaTOKYOBEAST","https://t.me/+5I5rAu6HoX9lMDNh","https://app.unlock-protocol.com/event/global-pizza-party-tokyo","https://drive.google.com/drive/folders/1nPD-ty9uR9Xs-lTbCNNCfpqdtYc-6X9p?usp=share_link","[139.650027,35.6764225]"
"Astana","Kazakhstan","Middle East","","https://t.me/+YhCRpfCqA1AyZWM5","https://app.unlock-protocol.com/event/global-pizza-party-astana-4","","[71.4272222,51.1655126]"
"Almaty","Kazakhstan","Middle East","https://t.me/Tconomist","https://t.me/+dD3f-1zEh981OGUx","https://app.unlock-protocol.com/event/bitcoin-pizza-day-almaty","","[76.8828618,43.2379761]"
"Diani","Kenya","Africa","","https://t.me/+0xIsLjQwZik2ZDFh","https://app.unlock-protocol.com/event/global-pizza-party-diani","","[39.5828291,-4.289072]"
"Kilifi","Kenya","Africa","","https://t.me/+R1sHGLbke2tmOGUx","https://app.unlock-protocol.com/event/global-pizza-party-kilifi","","[39.8484317,-3.6223832]"
"Kisumu","Kenya","Africa","","https://t.me/+GqJNj0CgIc4xNzQ0","https://app.unlock-protocol.com/event/global-pizza-party-kisumu-city-1","","[34.7679568,-0.0917016]"
"Lamu","Kenya","Africa","","","https://app.unlock-protocol.com/event/global-pizza-party-lamu-5","","[40.9006408,-2.2695575]"
"Mombasa","Kenya","Africa","","https://t.me/+aUB73Pg_7AozN2Qx","https://app.unlock-protocol.com/event/global-pizza-party-mombasa","","[39.6682065,-4.0434771]"
"Tatu","Kenya","Africa","","https://t.me/+cIMDDm9UMj05YTI8","https://app.unlock-protocol.com/event/global-pizza-party-tatu-city","","[36.8196442,-0.6677856]"
"Seoul","Korea","Asia","https://t.me/hwajilla","https://t.me/+Wqx0SiZtewI4NGE8","https://app.unlock-protocol.com/event/global-pizza-party-seoul-2","https://drive.google.com/drive/folders/1jliGRBlk_gZFBaFwagWa7QFfzhBZfjdN?usp=share_link","[126.9970831,37.550263]"
"Vientiane","Laos ","Asia","","https://t.me/+n4gtga6hsys1OTgx","","","[102.6331035,17.9757058]"
"Beirut","Lebanon","Middle East","https://twitter.com/Gingerpotter_21","https://t.me/+h-cVQMfuH_tkOWMx","https://app.unlock-protocol.com/event/beirut-global-pizza-party-2025","","[35.5017767,33.8937913]"
"Vilnius","Lithuania","Eastern Europe","@grandines","https://t.me/+CzNIxQK9pak2OGUx","","","[25.2796514,54.6871555]"
"Luxembourg","Luxembourg","Western Europe","@sorin_cristescu","https://t.me/+PdqHLV7b_ls0MTVk","https://app.unlock-protocol.com/event/bitcoin-pizza-day","","[6.129583,49.815273]"
"Bitola","Macedonia","Eastern Europe","https://t.me/Darko_R","https://t.me/+pCcVxUvDGC44NTU5","","","[21.3292164,41.0296773]"
"Prilep","Macedonia","Eastern Europe","","https://t.me/+ERQW8YyLliU5YTJk","https://app.unlock-protocol.com/event/global-pizza-party-prilep","","[21.5535885,41.3461876]"
"Skopje","Macedonia","Eastern Europe","","https://t.me/+73mWPYmoe74xOTdh","","","[21.4254355,41.9981294]"
"Lilongwe","Malawi","Africa","","","","","[33.76806,-13.9865252]"
"Genting","Malaysia","Asia","","https://t.me/+HcyvpoVz4X4wNDgx","","","[101.7932011,3.423978]"
"Kuala Lumpur","Malaysia","Asia","https://t.me/mage777, https://t.me/@Runnykittens","https://t.me/+Ch_P65PD5J83ZDYx","https://app.unlock-protocol.com/event/pizza-fi-abcd-apac-blockchain-day","","[101.6840589,3.1319197]"
"Network State","Malaysia","Asia","","https://t.me/+uc50jrRZiYNjM2Yx","https://app.unlock-protocol.com/event/global-pizza-party-network-school-1","","[101.975766,4.210484]"
"Decentraland","Metaverse","Metaverse","https://t.me/tangpoko","https://t.me/+5iOZbwF-V1UzYjdh","","https://drive.google.com/drive/folders/1KNfXI1n5qzkmAiaXUHaNt-qEwEUzIbae?usp=sharing","[]"
"Discord","Metaverse","Metaverse","","https://t.me/+JQY4VUcxDDMyMDAx","","https://drive.google.com/drive/folders/1QI7lsOxShbYDsKGowv6J1pp4-cfjw9qC?usp=sharing","[]"
"Spatial","Metaverse","Metaverse","","https://t.me/+hSOFYgx9mrAwNDUx","","","[]"
"Twitter Spaces","Metaverse","Metaverse","https://t.me/snack_man","https://t.me/+edROzSEYwFA3ZWUx","","","[]"
"Voxels","Metaverse","Metaverse","?","https://t.me/+LUnbIgPb_EBmNjIx","","https://drive.google.com/drive/folders/1gnpUZmzcNLlAywhBhNnNLQWmWR4MKLEm?usp=share_link","[]"
"Zoom","Metaverse","Metaverse","","https://t.me/+vtuOJylJMugwMThh","","","[]"
"Acapulco","Mexico","North America","","https://t.me/+LpV6bahuS2diMWFh","","","[-99.8822807,16.8639515]"
"Cancun","Mexico","North America","","https://t.me/+owB12ZtbYe04MWZh","","","[-86.8515279,21.161908]"
"Culiacán","Mexico","North America","https://x.com/alansicairos_","https://t.me/+IZiBUFIWXFE4OWRh","https://app.unlock-protocol.com/event/global-pizza-party-culiacn","https://drive.google.com/drive/folders/1OTrHoO_8eh6rBLuqRY-5bj3MPLWo2K96?usp=drive_link ","[-107.3940117,24.8090649]"
"Guadalajara","Mexico","North America","https://twitter.com/joehank_","https://t.me/+Qty6hBmar21kNmIx","https://app.unlock-protocol.com/event/global-pizza-party-guadalajara","https://drive.google.com/drive/folders/1MuWioYgHxnvWZumTjHrcKETnvdOOht3m?usp=drive_link","[-103.3473385,20.6751707]"
"Leon","Mexico","North America","","https://t.me/+41396pKhRlRjYTMx","","","[-101.6781837,21.1327508]"
"Merida","Mexico","North America","https://twitter.com/sohobiit","https://t.me/+s6gJ8AnpYx0zYjgx","https://app.unlock-protocol.com/event/bitcoin-pizza-day-2025-mrida","https://drive.google.com/drive/folders/1IxjwsNbL-pKiBbxXWSvsfiXPuCVyjjPe?usp=drive_link","[-89.5925857,20.9673702]"
